Standard Number,Description,Found Title,Link,Download Link,Replacement Title,Replacement Download,Abstract,Is Sponsored
"NZS 4218:1996","Energy efficiency – Housing and small building envelope","NZS 4218:1996 Superseded","https://www.standards.govt.nz/shop/NZS-42181996","https://www.standards.govt.nz/product-download/download/446968/0?mediaTypeId=97a4a2f0-54ba-4d1a-9627-63b96cacf3ef&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Thermal insulation - Housing and small buildings","https://www.standards.govt.nz/product-download/download/446974/0?mediaTypeId=1d6ec735-f9fb-40cb-aa8d-f2d06603bf53&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Specifies minimum thermal insulation requirements for housing and small buildings to achieve an adequate level of energy efficiency. It provides three methods of demonstrating compliance: Schedule method (set of minimum requirements); Calculation method (simple calculation); and Modelling method (computer comparative modelling).","true"
"NZS 4218P:1977","Minimum thermal insulation requirements for residential buildings","NZS 4218P:1977 Superseded","https://www.standards.govt.nz/shop/NZS-4218P1977","https://www.standards.govt.nz/product-download/download/446977/0?mediaTypeId=98e95a51-13a6-487c-bc23-3b70198b8cfb&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Thermal insulation - Housing and small buildings","https://www.standards.govt.nz/product-download/download/446974/0?mediaTypeId=1d6ec735-f9fb-40cb-aa8d-f2d06603bf53&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Lays down minimum thermal insulation requirements for residential buildings. Referenced in BIA Approved Documents E3 and H1.","true"
"NZS 4219:1983","Specification for seismic resistance of engineering systems in buildings","NZS 4219:1983 Superseded","https://www.standards.govt.nz/shop/NZS-42191983","https://www.standards.govt.nz/product-download/download/446980/0?mediaTypeId=ea4387c3-f4eb-43db-a455-76bb82175cc6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Seismic performance of engineering systems in buildings","https://www.standards.govt.nz/product-download/download/446989/0?mediaTypeId=6ea4c266-7f8a-46fb-9293-cc3eadac2b04&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Specifies requirements for the design, installation and restraint of engineering systems in buildings. Systems covered include tanks and vessels, flues and stacks, piping for water, steam, gas and fuel, ducting, heat producing appliances and electrical communication and control systems. Reprinted to append Amendments 1 and 2.","true"
"NZS 4223.3:1993","Code of practice for glazing in buildings – Human impact safety requirements","NZS 4223.3:1993 Superseded","https://www.standards.govt.nz/shop/NZS-4223-31993","https://www.standards.govt.nz/product-download/download/447046/0?mediaTypeId=32a269de-f06f-eb11-a812-000d3acba04f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Glazing in buildings - Part 3: Human impact safety requirements","https://www.standards.govt.nz/product-download/download/447055/0?mediaTypeId=26dc59f4-62fb-4a90-a325-05297c0edf62&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Sets out minimum requirements for glazing in buildings in locations where it could be subject to human impact with the intention of reducing the risk of personal injury. Supersedes clauses 103.4.3 and 103.5 of NZS 4223:1985 `Glazing in buildings`","true"
"NZS 4223.3:1999","Glazing in buildings – Part 3: Human impact safety requirements","NZS 4223.3:1999 Superseded","https://www.standards.govt.nz/shop/NZS-4223-31999","https://www.standards.govt.nz/product-download/download/447049/0?mediaTypeId=56d4f105-44be-41a5-a367-9e629aa42d6d&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Glazing in buildings - Part 3: Human impact safety requirements","https://www.standards.govt.nz/product-download/download/447055/0?mediaTypeId=26dc59f4-62fb-4a90-a325-05297c0edf62&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Gives minimum requirements for glazing in buildings in locations where it could be subject to human impact, with the intention of reducing the risk of personal injury.","true"
"NZS 4223.4:2000","Code of practice for glazing in buildings – Dead, wind and snow loading","NZS 4223.4:2000 Superseded","https://www.standards.govt.nz/shop/NZS-4223-42000","https://www.standards.govt.nz/product-download/download/447061/0?mediaTypeId=3573f770-1e19-4a76-a30c-d666c0245dea&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Glazing in buildings - Part 4: Wind, dead, snow, and live actions","https://www.standards.govt.nz/product-download/download/447064/0?mediaTypeId=3da56ced-c101-4517-a38c-47aaae68616c&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Provides information on the determination of minimum glass thicknesses for vertical and sloped glazing in New Zealand governed by the limit state loadings. It supersedes the design requirements given in Part 1 concerning the selection of glazing for dead, wind and snow loading.","true"
"NZS 4229:1999","Concrete masonry buildings not requiring specific engineering design","NZS 4229:1999 Superseded","https://www.standards.govt.nz/shop/NZS-42291999","https://www.standards.govt.nz/product-download/download/463207/0?mediaTypeId=832d58c6-548b-45cd-af7c-6813dd8d140f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete masonry buildings not requiring specific engineering design","https://www.standards.govt.nz/product-download/download/463213/0?mediaTypeId=1417524a-746b-41ea-b2ad-98745e3fb10f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Sets down the structural requirements for buildings not requiring specific design, where the foundations of some or all of the walls, in any storey are constructed of masonry, and the floors, ceilings and roof are constructed of light timber frame, with the exception that the ground floor can be a concrete slab-on-ground.","true"
"NZS 4246:2006","Energy efficiency – Installing insulation in residential buildings","NZS 4246:2006 Superseded","https://www.standards.govt.nz/shop/NZS-42462006","https://www.standards.govt.nz/product-download/download/463393/0?mediaTypeId=cc44f18a-efae-496c-9857-fa32af333508&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Energy efficiency - Installing bulk thermal insulation in residential buildings","https://www.standards.govt.nz/product-download/download/463399/0?mediaTypeId=757919fd-f28d-449b-bf73-0334e36d1dae&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","NZS 4246 has been amended to clarify the existing requirements and incorporate information on new products, in particular semi-rigid underfloor insulation. Wording has also been amended throughout the Standard, together with updated comments, notes, figures and tables for clarity and to align with other Standards and the New Zealand Building Code. Extra information, new definitions, and special considerations have also been included. The Standard no longer includes guidance on installing reflective pliable membranes.","true"
"NZS 4251.1:1998","Solid plastering – Cement plasters for walls, ceilings and soffits","NZS 4251.1:1998 Superseded","https://www.standards.govt.nz/shop/NZS-4251-11998","https://www.standards.govt.nz/product-download/download/463420/0?mediaTypeId=f31935c9-52c7-4648-84a5-9396c77cc8f2&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Solid plastering - Cement plasters for walls, ceilings and soffits","https://www.standards.govt.nz/product-download/download/463426/0?mediaTypeId=43b4d332-b450-4ea9-b009-e6944277b2c5&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Deals with interior and exterior solid plastering. Provides methods for the mixing, application and curing of cement plasters on solid substrates, rigid and non-rigid backings including backing specifications.","true"
"NZS 4297:1998","Engineering design of earth buildings","NZS 4297:1998 Superseded","https://www.standards.govt.nz/shop/NZS-42971998","https://www.standards.govt.nz/product-download/download/464104/0?mediaTypeId=5861bec8-1d3d-4fd9-8775-f27736866b56&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Engineering design of earth buildings","https://www.standards.govt.nz/product-download/download/524449/0?mediaTypeId=43519bcb-55b7-ef11-b8e8-000d3acaa2ce&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Provides for the structural and durability design of unfired earthen wall buildings. The scope is limited to adobe, pressed brick, poured earth and rammed earth and which contain clay and silt and which rely on the clay and silt particles present to achieve satisfactory performance with or without chemical stabilization. Such materials shall comply with NZS 4298 ""Materials and Workmanship for Earth Buildings"".","true"
